,name,salary,type,address,url,schedule,work_format,experience
462,Data scientist рисковые модели РБ,No Info,Открытая,No Info,https://api.hh.ru/vacancies/126767119?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
463,Заместитель начальника управления,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130044816?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
464,Специалист по репутационному и кризисному менеджменту в сети (ORM специалист),from 35000 to 100000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129299206?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
465,Системный аналитик (Lead),from None to 350000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129596435?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
466,Бизнес-аналитик по ведению данных (SAP),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130127697?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
467,Руководитель направления по аналитике данных (HR платформа),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130232911?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
468,Аналитик (ГОСТ),No Info,Открытая,No Info,https://api.hh.ru/vacancies/128271212?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
469,"Аналитик данных, Реклама",No Info,Открытая,No Info,https://api.hh.ru/vacancies/128526341?host=hh.ru,Полный день,No Info,От 3 до 6 лет
470,Data analyst / Аналитик данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/120854537?host=hh.ru,Полный день,No Info,От 3 до 6 лет
471,SQL-разработчик,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129533970?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
472,PHP программист / бэкенд разработчик (senior backend developer),from None to 350000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129644134?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
473,Тимлид команды продуктовой аналитики,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129729299?host=hh.ru,Полный день,No Info,От 3 до 6 лет
474,Руководитель отдела аналитики,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129449077?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
475,"Аналитик DWH_ Middle (SQL, Hive, Data Vault)",No Info,Открытая,No Info,https://api.hh.ru/vacancies/129299060?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
476,Директор по цифровой трансформации (CDO/Head of Digital),No Info,Открытая,No Info,https://api.hh.ru/vacancies/127928417?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
477,Product manager в Т‑Бизнес,No Info,Открытая,No Info,https://api.hh.ru/vacancies/126508432?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
478,Data Analyst,from 3000 to None in USD,Открытая,No Info,https://api.hh.ru/vacancies/129892566?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
479,Директор по данным,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129948452?host=hh.ru,Полный день,Гибрид,Более 6 лет
480,Data analyst BI,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129380588?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
481,"Lead Full-Stack Analyst / Руководитель аналитики, Москва",from 200000 to 300000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129439064?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
482,Главный аналитик направления (предиктивный анализ в производстве),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129401351?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
483,"Специалист по CRM и аналитике (Bitrix24, Roistat, n8n)",No Info,Открытая,No Info,https://api.hh.ru/vacancies/129668471?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
484,Python-разработчик (СберБизнесБот),No Info,Открытая,No Info,https://api.hh.ru/vacancies/128526619?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
485,Директор по маркетингу,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129770236?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
486,Junior ML Engineer / Data Scientist (младший специалист),No Info,Открытая,No Info,https://api.hh.ru/vacancies/128947798?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
487,SRE-инженер,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130139283?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
488,Аналитик данных/Инженер по качеству данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129743929?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
489,Доцент / Профессор по программной инженерии и управлению проектами,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130246256?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
490,Генеральный директор (CEO),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129821158?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
491,3D дизайнер в IT-проект,from None to 250000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129831816?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
492,Ведущий менеджер по продажам,from 150000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/128956219?host=hh.ru,Полный день,No Info,От 1 года до 3 лет
493,Business/Product Business Analyst (AI),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129298383?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
494,QA Automation Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129428775?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
495,Data Analyst (SME),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129483236?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
496,Product Analyst (Middle2-Senior),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130239381?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
497,Fullstack Analyst в R&D,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130113287?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
498,Продуктовый аналитик в Путешествия,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129921211?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
499,Data Analyst (Офис г. Москва),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129946416?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
500,Менеджер маркетплейсов (аналитика),from 150000 to 150000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130191029?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
501,Аналитик данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129646950?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
502,Sales manager,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129663951?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
